anno,data,importo,numero,stato,cliente_id
2020,2020-05-06 17:28:25.814,4304.39,37,NON_PAGATA,69
2020,2020-05-06 17:57:11.321,756.01,29,NON_PAGATA,12
2020,2020-05-06 21:46:46.915,3153.21,24,PAGATA,34
2020,2020-05-07 06:01:55.409,130.86,81,NON_PAGATA,32
2020,2020-05-07 13:18:27.907,3947.44,13,NON_PAGATA,35
2020,2020-05-07 15:20:00.137,530.30,45,NON_PAGATA,85
2020,2020-05-07 21:22:19.133,3141.25,74,PAGATA,61
2020,2020-05-08 02:33:02.606,4707.96,2,PAGATA,33
2020,2020-05-08 03:07:44.785,503.54,55,NON_PAGATA,9
2020,2020-05-08 05:30:52.97,1496.82,80,PAGATA,56
2020,2020-05-08 06:15:52.254,4504.07,46,PAGATA,34
2020,2020-05-08 06:19:49.773,1983.21,9,NON_PAGATA,97
2020,2020-05-08 09:42:18.356,2518.07,63,NON_PAGATA,14
2020,2020-05-08 11:06:17.393,2029.93,66,PAGATA,26
2020,2020-05-08 11:56:02.946,4646.75,28,PAGATA,27
2020,2020-05-08 15:25:22.908,647.11,66,PAGATA,100
2020,2020-05-08 15:36:43.081,2469.72,76,PAGATA,60
2020,2020-05-08 17:39:17.524,3921.15,27,NON_PAGATA,94
2020,2020-05-08 19:46:13.974,18.68,7,NON_PAGATA,86
2020,2020-05-08 20:16:58.114,4800.42,63,NON_PAGATA,60
2020,2020-05-08 23:48:47.386,1990.40,28,PAGATA,61
2020,2020-05-09 02:31:29.482,75.66,20,PAGATA,34
2020,2020-05-09 04:23:16.289,3867.04,70,PAGATA,37
2020,2020-05-09 04:25:05.72,3078.22,13,NON_PAGATA,92
2020,2020-05-09 04:30:48.917,487.99,28,PAGATA,28
2020,2020-05-09 05:06:08.589,3756.30,77,NON_PAGATA,78
2020,2020-05-09 07:46:38.722,600.80,8,PAGATA,68
2020,2020-05-09 08:04:51.021,4557.07,65,NON_PAGATA,78
2020,2020-05-09 08:30:27.636,4712.02,45,NON_PAGATA,21
2020,2020-05-09 10:42:44.594,1506.81,29,NON_PAGATA,20
2020,2020-05-09 14:54:38.371,4152.98,98,PAGATA,2
2020,2020-05-09 20:35:24.74,2851.30,2,PAGATA,49
2020,2020-05-09 21:15:05.584,409.36,34,PAGATA,64
2020,2020-05-09 23:42:20.18,2023.45,13,NON_PAGATA,95
2020,2020-05-10 02:23:55.765,882.42,63,NON_PAGATA,17
2020,2020-05-10 05:20:48.509,3842.10,13,NON_PAGATA,7
2020,2020-05-10 06:12:01.246,1856.46,4,PAGATA,40
2020,2020-05-10 06:22:32.61,2766.44,32,PAGATA,89
2020,2020-05-10 07:28:59.764,4759.97,46,PAGATA,5
2020,2020-05-10 08:58:37.627,955.09,72,PAGATA,24
2020,2020-05-10 09:29:58.868,886.08,41,NON_PAGATA,79
2020,2020-05-10 09:49:49.381,2452.10,51,NON_PAGATA,70
2020,2020-05-10 12:42:47.163,4002.94,32,PAGATA,66
2020,2020-05-10 13:51:15.059,1193.64,60,PAGATA,17
2020,2020-05-10 14:47:36.562,3352.80,52,PAGATA,81
2020,2020-05-10 20:25:54.971,1448.52,79,NON_PAGATA,64
2020,2020-05-11 00:41:49.038,2389.88,7,NON_PAGATA,95
2020,2020-05-11 01:38:24.905,4134.92,48,PAGATA,16
2020,2020-05-11 07:01:32.1,3072.82,1,NON_PAGATA,17
2020,2020-05-11 08:00:47.672,89.72,80,PAGATA,43
2020,2020-05-11 11:57:49.938,2817.31,29,NON_PAGATA,34
2020,2020-05-11 14:05:04.829,3764.00,71,NON_PAGATA,24
2020,2020-05-11 15:18:01.345,2888.81,50,PAGATA,62
2020,2020-05-11 18:16:10.277,1844.50,96,PAGATA,76
2020,2020-05-11 18:23:33.357,69.57,5,NON_PAGATA,26
2020,2020-05-11 18:38:47.46,4590.77,27,NON_PAGATA,13
2020,2020-05-11 19:29:06.296,4647.39,35,NON_PAGATA,75
2020,2020-05-11 19:56:49.142,2245.83,14,PAGATA,96
2020,2020-05-11 20:58:57.641,1916.25,71,NON_PAGATA,83
2020,2020-05-12 01:20:53.901,2046.70,28,PAGATA,16
2020,2020-05-12 03:34:21.652,4383.11,57,NON_PAGATA,61
2020,2020-05-12 04:17:41.91,3758.39,91,NON_PAGATA,24
2020,2020-05-12 07:10:59.242,627.13,17,NON_PAGATA,15
2020,2020-05-12 08:06:33.778,4089.66,105,NON_PAGATA,37
2020,2020-05-12 19:18:46.004,3099.22,105,NON_PAGATA,46
2020,2020-05-12 22:22:55.528,557.31,2,PAGATA,52
2020,2020-05-12 23:20:21.91,1313.68,33,NON_PAGATA,35
2020,2020-05-13 03:13:53.664,3152.76,63,NON_PAGATA,15
2020,2020-05-13 04:28:12.327,2697.82,39,NON_PAGATA,81
2020,2020-05-13 04:53:22.605,1122.42,29,NON_PAGATA,17
2020,2020-05-13 05:29:21.101,2788.51,32,PAGATA,23
2020,2020-05-13 05:53:57.639,2940.52,60,PAGATA,68
2020,2020-05-13 06:08:55.009,1038.76,6,PAGATA,66
2020,2020-05-13 09:22:06.844,605.13,52,PAGATA,62
2020,2020-05-13 14:21:02.744,1570.07,13,NON_PAGATA,48
2020,2020-05-13 20:40:27.94,2793.16,12,PAGATA,22
2020,2020-05-13 21:27:09.086,3821.49,26,PAGATA,60
2020,2020-05-13 23:04:36.837,2255.77,47,NON_PAGATA,24
2020,2020-05-14 00:12:10.042,698.88,38,PAGATA,85
2020,2020-05-14 05:30:02.125,4826.52,92,PAGATA,43
2020,2020-05-14 05:39:49.067,2941.85,31,NON_PAGATA,55
2020,2020-05-14 07:30:06.206,4494.91,45,NON_PAGATA,5
2020,2020-05-14 09:41:33.24,639.83,21,NON_PAGATA,84
2020,2020-05-14 10:21:55.564,4682.68,28,PAGATA,91
2020,2020-05-14 10:37:50.885,608.53,15,NON_PAGATA,36
2020,2020-05-14 12:19:36.942,442.73,14,PAGATA,86
2020,2020-05-14 12:42:59.791,4059.09,12,PAGATA,7
2020,2020-05-14 14:15:15.71,1570.45,30,PAGATA,74
2020,2020-05-14 20:45:44.455,3553.89,60,PAGATA,13
2020,2020-05-14 23:57:48.929,1815.35,71,NON_PAGATA,15
2020,2020-05-15 03:47:08.982,2063.83,28,PAGATA,64
2020,2020-05-15 12:03:50.823,4872.87,14,PAGATA,62
2020,2020-05-15 13:17:20.768,2265.04,25,NON_PAGATA,56
2020,2020-05-15 13:33:45.267,3945.97,33,NON_PAGATA,87
2020,2020-05-15 17:57:51.854,3840.98,18,PAGATA,49
2020,2020-05-15 21:20:44.772,1728.07,54,PAGATA,15
2020,2020-05-16 00:16:08.312,93.37,52,PAGATA,94
2020,2020-05-16 03:09:27.687,966.14,42,PAGATA,75
2020,2020-05-16 03:22:04.086,4064.95,54,PAGATA,38
2020,2020-05-16 04:56:01.685,978.72,17,NON_PAGATA,23
2020,2020-05-16 04:57:40.254,2058.22,62,PAGATA,33
2020,2020-05-16 12:17:27.758,892.61,49,NON_PAGATA,88
2020,2020-05-16 14:20:33.939,2450.71,77,NON_PAGATA,6
2020,2020-05-16 22:26:42.882,4403.62,38,PAGATA,32
2020,2020-05-16 22:42:47.733,2857.00,69,NON_PAGATA,5
2020,2020-05-16 23:47:35.705,3176.04,73,NON_PAGATA,46
2020,2020-05-17 01:38:14.224,1804.54,5,NON_PAGATA,29
2020,2020-05-17 02:10:37.576,2838.29,2,PAGATA,41
2020,2020-05-17 02:48:53.622,84.90,1,NON_PAGATA,6
2020,2020-05-17 03:05:10.101,76.64,38,PAGATA,25
2020,2020-05-17 05:46:08.035,2908.24,21,NON_PAGATA,76
2020,2020-05-17 11:17:40.053,1870.57,6,PAGATA,52
2020,2020-05-17 13:33:36.751,2764.57,51,NON_PAGATA,38
2020,2020-05-17 14:42:17.006,4610.90,38,PAGATA,92
2020,2020-05-17 15:24:22.118,3687.27,61,NON_PAGATA,95
2020,2020-05-17 15:27:42.332,2789.51,26,PAGATA,19
2020,2020-05-17 16:11:18.033,2472.05,40,PAGATA,59
2020,2020-05-17 16:46:58.8,1439.69,9,NON_PAGATA,91
2020,2020-05-17 17:36:48.843,3206.78,20,PAGATA,90
2020,2020-05-17 18:27:56.477,2676.96,24,PAGATA,77
2020,2020-05-17 18:52:53.564,3369.93,25,NON_PAGATA,90
2020,2020-05-17 20:02:02.153,3867.16,81,NON_PAGATA,15
2020,2020-05-17 20:24:26.463,4541.01,3,NON_PAGATA,16
2020,2020-05-17 21:05:03.755,1810.95,8,PAGATA,64
2020,2020-05-17 23:21:58.566,4633.08,78,PAGATA,75
2020,2020-05-17 23:50:01.8,4590.68,75,NON_PAGATA,83
2020,2020-05-18 05:39:07.273,4268.72,53,NON_PAGATA,94
2020,2020-05-18 07:00:28.33,3944.58,15,NON_PAGATA,17
2020,2020-05-18 07:13:36.208,3599.53,38,PAGATA,60
2020,2020-05-18 09:47:25.463,655.81,29,NON_PAGATA,61
2020,2020-05-18 10:39:50.814,2804.86,33,NON_PAGATA,71
2020,2020-05-18 13:43:15.857,1404.33,53,NON_PAGATA,76
2020,2020-05-18 14:03:40.586,3315.23,15,NON_PAGATA,33
2020,2020-05-18 14:54:37.969,1063.46,41,NON_PAGATA,15
2020,2020-05-18 20:19:59.736,1233.91,33,NON_PAGATA,48
2020,2020-05-18 23:25:52.631,4723.71,81,NON_PAGATA,1
2020,2020-05-19 01:43:06.587,1343.51,68,PAGATA,14
2020,2020-05-19 02:49:07.769,1159.45,49,NON_PAGATA,75
2020,2020-05-19 03:40:29.418,4040.74,67,NON_PAGATA,32
2020,2020-05-19 04:57:39.172,4134.26,27,NON_PAGATA,100
2020,2020-05-19 05:05:17.916,2925.04,61,NON_PAGATA,17
2020,2020-05-19 07:18:49.375,648.39,69,NON_PAGATA,71
2020,2020-05-19 07:56:34.558,2966.03,46,PAGATA,42
2020,2020-05-19 11:58:17.989,363.49,10,PAGATA,10
2020,2020-05-19 17:57:34.303,579.80,9,NON_PAGATA,14
2020,2020-05-19 18:21:42.771,2837.62,98,PAGATA,81
2020,2020-05-19 21:39:27.907,2190.92,77,NON_PAGATA,65
2020,2020-05-19 22:54:33.889,1162.63,36,PAGATA,34
2020,2020-05-20 00:29:51.439,175.87,40,PAGATA,54
2020,2020-05-20 18:06:18.84,2752.78,36,PAGATA,37
2020,2020-05-20 20:30:24.828,584.31,34,PAGATA,56
2020,2020-05-20 23:54:19.074,313.68,35,NON_PAGATA,22
2020,2020-05-21 00:48:01.109,3904.29,68,PAGATA,15
2020,2020-05-21 00:49:09.403,428.81,13,NON_PAGATA,85
2020,2020-05-21 03:05:59.256,218.93,47,NON_PAGATA,62
2020,2020-05-21 03:13:00.239,3447.17,14,PAGATA,6
2020,2020-05-21 04:10:23.084,2917.76,7,NON_PAGATA,36
2020,2020-05-21 04:39:30.98,2009.79,31,NON_PAGATA,78
2020,2020-05-21 07:09:00.291,1838.70,2,PAGATA,15
2020,2020-05-21 09:02:12.191,4116.55,12,PAGATA,5
2020,2020-05-21 16:09:25.484,698.68,76,PAGATA,92
2020,2020-05-21 19:18:41.958,625.34,30,PAGATA,18
2020,2020-05-21 20:40:14.277,2516.64,66,PAGATA,18
2020,2020-05-22 00:10:45.25,2699.21,70,PAGATA,94
2020,2020-05-22 01:13:29.962,1769.50,25,NON_PAGATA,89
2020,2020-05-22 01:20:13.655,3379.49,22,PAGATA,79
2020,2020-05-22 01:50:30.227,761.82,43,NON_PAGATA,27
2020,2020-05-22 02:16:35.926,147.91,51,NON_PAGATA,10
2020,2020-05-22 02:50:50.559,1018.46,42,PAGATA,5
2020,2020-05-22 03:09:50.927,2197.69,67,NON_PAGATA,54
2020,2020-05-22 12:02:03.311,2626.73,59,NON_PAGATA,92
2020,2020-05-22 12:56:36.043,811.76,37,NON_PAGATA,2
2020,2020-05-22 16:00:04.247,4857.52,23,NON_PAGATA,49
2020,2020-05-22 16:07:12.729,413.24,19,NON_PAGATA,6
2020,2020-05-22 18:25:11.534,1977.65,55,NON_PAGATA,22
2020,2020-05-22 18:58:07.819,2674.95,24,PAGATA,40
2020,2020-05-22 19:30:32.565,4595.77,1,NON_PAGATA,10
2020,2020-05-22 22:48:08.852,2264.67,65,NON_PAGATA,33
2020,2020-05-23 01:20:03.004,3138.42,15,NON_PAGATA,90
2020,2020-05-23 02:43:42.474,1718.66,23,NON_PAGATA,19
2020,2020-05-23 04:32:09.923,2512.87,48,PAGATA,38
2020,2020-05-23 05:25:30.884,2548.47,9,NON_PAGATA,40
2020,2020-05-23 05:26:07.382,955.49,2,PAGATA,4
2020,2020-05-23 06:51:50.519,2226.59,65,NON_PAGATA,22
2020,2020-05-23 07:08:53.2,1866.44,83,NON_PAGATA,78
2020,2020-05-23 07:31:25.258,2308.53,56,PAGATA,36
2020,2020-05-23 10:36:30.338,3419.67,19,NON_PAGATA,73
2020,2020-05-23 13:42:27.325,25.07,5,NON_PAGATA,61
2020,2020-05-23 15:17:41.68,781.90,38,PAGATA,49
2020,2020-05-23 19:15:06.44,185.53,24,PAGATA,57
2020,2020-05-23 19:31:29.987,3219.45,36,PAGATA,73
2020,2020-05-23 22:22:06.87,4329.17,81,NON_PAGATA,2
2020,2020-05-23 23:39:53.824,3394.55,4,PAGATA,46
2020,2020-05-24 00:23:18.25,2317.50,11,NON_PAGATA,30
2020,2020-05-24 01:09:29.072,4352.27,50,PAGATA,76
2020,2020-05-24 03:05:06.711,42.96,31,NON_PAGATA,86
2020,2020-05-24 05:47:50.123,2766.23,16,PAGATA,42
2020,2020-05-24 06:59:20.329,969.33,65,NON_PAGATA,62
2020,2020-05-24 10:17:14.503,3744.21,77,NON_PAGATA,22
2020,2020-05-24 10:19:38.615,393.92,64,PAGATA,62
2020,2020-05-24 10:44:58.854,916.80,29,NON_PAGATA,70
2020,2020-05-24 11:21:02.328,3664.61,39,NON_PAGATA,71
2020,2020-05-24 13:31:02.727,3201.59,5,NON_PAGATA,80
2020,2020-05-24 14:50:03.672,410.00,78,PAGATA,81
2020,2020-05-24 16:38:53.23,3633.25,56,PAGATA,42
2020,2020-05-24 17:14:45.42,4850.82,63,NON_PAGATA,87
2020,2020-05-24 19:25:38.686,2546.86,1,NON_PAGATA,36
2020,2020-05-24 22:27:53.817,1979.01,51,NON_PAGATA,94
2020,2020-05-25 00:24:12.484,2179.85,78,PAGATA,83
2020,2020-05-25 00:24:38.956,389.14,4,PAGATA,95
2020,2020-05-25 06:14:31.03,1615.02,43,NON_PAGATA,68
2020,2020-05-25 06:32:24.262,499.79,28,PAGATA,50
2020,2020-05-25 06:43:00.284,2975.47,26,PAGATA,65
2020,2020-05-25 07:21:19.326,3844.54,7,NON_PAGATA,37
2020,2020-05-25 13:42:25.173,1516.31,86,PAGATA,65
2020,2020-05-25 15:26:52.655,3829.84,54,PAGATA,33
2020,2020-05-25 23:33:16.425,2882.47,101,NON_PAGATA,83
2020,2020-05-26 02:59:20.624,3102.95,82,PAGATA,61
2020,2020-05-26 03:33:53.448,806.11,33,NON_PAGATA,17
2020,2020-05-26 04:00:05.091,395.41,39,NON_PAGATA,80
2020,2020-05-26 04:22:29.246,221.68,12,PAGATA,99
2020,2020-05-26 12:24:44.778,1395.89,23,NON_PAGATA,17
2020,2020-05-26 14:04:23.805,1461.25,76,PAGATA,76
2020,2020-05-26 14:57:06.905,819.86,26,PAGATA,22
2020,2020-05-26 17:27:33.389,2673.32,23,NON_PAGATA,64
2020,2020-05-26 18:46:43.924,4815.57,80,PAGATA,81
2020,2020-05-26 21:35:40.695,2765.92,68,PAGATA,84
2020,2020-05-26 22:14:05.681,1423.78,89,NON_PAGATA,83
2020,2020-05-27 03:57:11.717,3403.65,37,NON_PAGATA,1
2020,2020-05-27 07:35:54.223,4229.44,15,NON_PAGATA,63
2020,2020-05-27 10:50:47.565,3907.16,8,PAGATA,38
2020,2020-05-27 11:30:14.287,76.76,2,PAGATA,88
2020,2020-05-27 14:10:33.001,2713.77,51,NON_PAGATA,68
2020,2020-05-27 15:06:46.982,1539.04,84,PAGATA,32
2020,2020-05-27 16:53:37.488,2221.60,39,NON_PAGATA,12
2020,2020-05-27 19:27:46.849,2827.11,48,PAGATA,2
2020,2020-05-27 23:15:35.488,1048.56,62,PAGATA,5
2020,2020-05-27 23:49:49.606,373.19,60,PAGATA,32
2020,2020-05-28 08:19:50.114,3608.40,2,PAGATA,84
2020,2020-05-28 11:35:08.722,870.04,49,NON_PAGATA,36
2020,2020-05-28 12:40:48.875,2830.19,19,NON_PAGATA,52
2020,2020-05-28 14:30:26.333,2771.16,75,NON_PAGATA,28
2020,2020-05-28 14:50:00.88,1046.21,56,PAGATA,12
2020,2020-05-28 17:28:43.221,3050.95,38,PAGATA,22
2020,2020-05-28 23:02:05.125,3033.58,36,PAGATA,59
2020,2020-05-29 01:29:28.344,3113.01,20,PAGATA,57
2020,2020-05-29 02:44:42.917,2885.92,21,NON_PAGATA,12
2020,2020-05-29 04:04:26.431,853.57,5,NON_PAGATA,83
2020,2020-05-29 05:20:27.234,3891.61,55,NON_PAGATA,68
2020,2020-05-29 07:08:00.207,1611.31,5,NON_PAGATA,99
2020,2020-05-29 09:12:47.624,1581.75,12,PAGATA,65
2020,2020-05-29 09:33:45.925,2702.50,22,PAGATA,51
2020,2020-05-29 11:35:37.966,2030.71,16,PAGATA,50
2020,2020-05-29 12:28:10.063,2515.96,35,NON_PAGATA,36
2020,2020-05-29 13:08:44.647,1204.36,39,NON_PAGATA,47
2020,2020-05-29 13:35:07.811,3411.83,8,PAGATA,16
2020,2020-05-29 14:51:10.044,3247.22,73,NON_PAGATA,75
2020,2020-05-29 20:02:02.683,1645.68,52,PAGATA,65
2020,2020-05-29 20:02:15.774,4094.99,21,NON_PAGATA,23
2020,2020-05-29 22:02:09.556,4112.74,49,NON_PAGATA,49
2020,2020-05-30 03:25:48.447,4517.95,90,PAGATA,2
2020,2020-05-30 05:11:31.049,3579.52,72,PAGATA,25
2020,2020-05-30 06:53:23.991,2579.84,34,PAGATA,77
2020,2020-05-30 07:36:44.303,2324.00,25,NON_PAGATA,67
2020,2020-05-30 09:29:27.029,2594.87,2,PAGATA,17
2020,2020-05-30 10:22:11.567,3411.70,97,NON_PAGATA,75
2020,2020-05-30 11:33:08.061,1932.49,16,PAGATA,72
2020,2020-05-30 16:05:03.225,2370.37,45,NON_PAGATA,73
2020,2020-05-30 21:54:51.102,2777.24,47,NON_PAGATA,65
2020,2020-05-30 22:41:36.355,1839.52,31,NON_PAGATA,68
2020,2020-05-31 04:13:05.07,3919.07,55,NON_PAGATA,17
2020,2020-05-31 06:55:57.225,3124.80,76,PAGATA,26
2020,2020-05-31 10:50:19.263,2968.69,29,NON_PAGATA,56
2020,2020-05-31 11:22:19.92,3424.06,65,NON_PAGATA,65
2020,2020-05-31 12:22:41.119,2112.19,38,PAGATA,88
2020,2020-05-31 13:48:02.413,2737.43,55,NON_PAGATA,76
2020,2020-05-31 13:52:40.986,4851.00,57,NON_PAGATA,60
2020,2020-05-31 13:57:18.848,3253.76,25,NON_PAGATA,37
2020,2020-05-31 14:32:45.464,1530.47,3,NON_PAGATA,87
2020,2020-05-31 18:10:10.901,1670.54,30,PAGATA,61
2020,2020-05-31 18:28:58.785,1631.91,12,PAGATA,57
2020,2020-05-31 21:18:59.161,752.10,8,PAGATA,72
2020,2020-05-31 21:20:34.78,480.89,17,NON_PAGATA,8
2020,2020-05-31 22:00:38.735,2395.30,54,PAGATA,3
2020,2020-06-01 01:16:58.748,3014.52,34,PAGATA,91
2020,2020-06-01 03:59:22.358,3141.59,11,NON_PAGATA,53
2020,2020-06-01 04:05:27.841,79.42,29,NON_PAGATA,45
2020,2020-06-01 06:37:42.918,1280.14,21,NON_PAGATA,48
2020,2020-06-01 06:48:36.568,884.20,83,NON_PAGATA,15
2020,2020-06-01 10:51:36.689,1901.60,32,PAGATA,16
2020,2020-06-01 11:45:31.036,1158.18,25,NON_PAGATA,41
2020,2020-06-01 11:48:49.836,3478.48,3,NON_PAGATA,46
2020,2020-06-01 20:47:16.779,3540.71,9,NON_PAGATA,31
2020,2020-06-02 00:58:38.471,961.88,50,PAGATA,14
2020,2020-06-02 01:19:28.31,989.24,88,PAGATA,78
2020,2020-06-02 02:54:11.914,229.52,59,NON_PAGATA,40
2020,2020-06-02 05:18:38.767,1690.42,78,PAGATA,54
2020,2020-06-02 07:46:03.921,4364.63,79,NON_PAGATA,78
2020,2020-06-02 11:09:04.211,1799.86,4,PAGATA,20
2020,2020-06-02 11:17:56.368,2470.28,41,NON_PAGATA,36
2020,2020-06-02 12:31:58.286,4885.25,61,NON_PAGATA,55
2020,2020-06-02 13:47:28.409,395.49,28,PAGATA,75
2020,2020-06-02 14:47:38.923,222.32,44,PAGATA,37
2020,2020-06-02 23:06:08.977,2251.04,23,NON_PAGATA,56
2020,2020-06-03 00:31:29.596,1923.22,39,NON_PAGATA,69
2020,2020-06-03 01:06:22.425,4095.30,56,PAGATA,33
2020,2020-06-03 02:44:36.836,2149.24,26,PAGATA,88
2020,2020-06-03 04:08:05.126,2059.16,37,NON_PAGATA,83
2020,2020-06-03 05:34:45.447,3810.42,81,NON_PAGATA,43
2020,2020-06-03 07:35:41.69,4692.06,30,PAGATA,42
2020,2020-06-03 07:41:06.357,4721.96,41,NON_PAGATA,68
2020,2020-06-03 10:07:48.657,288.42,25,NON_PAGATA,60
2020,2020-06-03 11:03:47.556,2541.24,15,NON_PAGATA,8
2020,2020-06-03 13:37:06.826,3906.93,1,NON_PAGATA,67
2020,2020-06-03 13:54:02.775,3661.84,76,PAGATA,6
2020,2020-06-03 17:40:13.453,4431.85,28,PAGATA,18
2020,2020-06-03 17:50:34.433,634.50,10,PAGATA,37
2020,2020-06-03 19:38:51.615,4910.01,19,NON_PAGATA,76
2020,2020-06-03 21:08:25.268,1287.12,21,NON_PAGATA,100
2020,2020-06-03 23:35:51.756,2107.63,33,NON_PAGATA,13
2020,2020-06-04 00:49:28.451,4482.05,62,PAGATA,60
2020,2020-06-04 01:43:00.033,2723.36,52,PAGATA,10
2020,2020-06-04 05:22:27.697,3719.26,5,NON_PAGATA,86
2020,2020-06-04 06:31:21.624,80.46,45,NON_PAGATA,32
2020,2020-06-04 08:34:42.851,211.60,56,PAGATA,92
2020,2020-06-04 09:16:50.7,3379.47,56,PAGATA,71
2020,2020-06-04 09:29:44.611,4379.89,61,NON_PAGATA,22
2020,2020-06-04 12:08:32.093,3534.78,35,NON_PAGATA,45
2020,2020-06-04 15:48:58.838,2646.08,4,PAGATA,58
2020,2020-06-04 17:09:29.488,1175.55,30,PAGATA,51
2020,2020-06-04 19:45:30.943,2620.57,7,NON_PAGATA,31
2020,2020-06-05 00:45:25.007,2075.95,25,NON_PAGATA,25
2020,2020-06-05 02:11:08.33,1328.35,3,NON_PAGATA,72
2020,2020-06-05 04:25:59.723,1778.07,67,NON_PAGATA,61
2020,2020-06-05 06:58:50.527,3842.37,14,PAGATA,30
2020,2020-06-05 11:15:42.981,1844.57,92,PAGATA,24
2020,2020-06-05 12:37:48.191,1886.44,39,NON_PAGATA,85
2020,2020-06-05 18:34:32.03,883.67,17,NON_PAGATA,79
2020,2020-06-05 21:32:03.47,4033.26,17,NON_PAGATA,1
2020,2020-06-05 22:40:30.633,4202.48,47,NON_PAGATA,40
2020,2020-06-06 01:26:35.265,365.17,20,PAGATA,7
2020,2020-06-06 05:22:05.268,1190.64,107,NON_PAGATA,94
2020,2020-06-06 05:46:10.012,1979.77,4,PAGATA,73
2020,2020-06-06 09:47:37.473,2791.63,8,PAGATA,74
2020,2020-06-06 11:05:01.033,4453.11,59,NON_PAGATA,18
2020,2020-06-06 11:44:53.867,3276.72,33,NON_PAGATA,83
2020,2020-06-06 15:25:33.146,2228.91,7,NON_PAGATA,77
2020,2020-06-06 18:10:34.923,121.28,93,NON_PAGATA,85
2020,2020-06-06 18:17:39.855,618.90,38,PAGATA,67
2020,2020-06-06 22:16:11.343,706.66,21,NON_PAGATA,46
2020,2020-06-06 22:33:32.897,3195.21,9,NON_PAGATA,90
2020,2020-06-06 22:43:28.834,2670.38,61,NON_PAGATA,15
2020,2020-06-07 04:03:24.495,4107.67,40,PAGATA,1
2020,2020-06-07 04:29:18.637,821.82,32,PAGATA,38
2020,2020-06-07 09:30:51.709,2842.00,11,NON_PAGATA,66
2020,2020-06-07 10:43:06.788,4200.83,76,PAGATA,32
2020,2020-06-07 12:17:49.805,2363.17,32,PAGATA,41
2020,2020-06-07 17:13:58.945,1517.91,44,PAGATA,15
2020,2020-06-07 18:17:27.723,928.43,17,NON_PAGATA,37
2020,2020-06-07 23:13:25.291,1410.52,25,NON_PAGATA,100
2020,2020-06-08 00:02:19.861,2530.01,63,NON_PAGATA,85
2020,2020-06-08 06:21:33.221,1018.90,30,PAGATA,7
2020,2020-06-08 09:06:36.339,4880.87,38,PAGATA,40
2020,2020-06-08 10:58:40.616,3741.17,86,PAGATA,37
2020,2020-06-08 19:04:19.891,702.72,1,NON_PAGATA,29
2020,2020-06-08 20:32:57.463,4776.01,25,NON_PAGATA,22
2020,2020-06-08 23:50:50.739,3340.77,43,NON_PAGATA,91
2020,2020-06-08 23:51:37.831,4265.64,54,PAGATA,95
2020,2020-06-09 01:26:20.22,402.54,24,PAGATA,8
2020,2020-06-09 05:01:36.359,4607.99,35,NON_PAGATA,40
2020,2020-06-09 06:30:50.638,2261.16,23,NON_PAGATA,76
2020,2020-06-09 09:17:31.892,1529.09,36,PAGATA,70
2020,2020-06-09 12:29:14.592,3181.23,21,NON_PAGATA,24
2020,2020-06-09 12:53:03.134,2183.71,33,NON_PAGATA,25
2020,2020-06-09 13:25:30.558,933.05,20,PAGATA,26
2020,2020-06-09 13:28:53.95,2607.37,8,PAGATA,4
2020,2020-06-09 13:45:20.219,1422.18,28,PAGATA,83
2020,2020-06-09 17:42:06.122,948.34,46,PAGATA,25
2020,2020-06-09 18:13:00.338,3234.48,99,NON_PAGATA,32
2020,2020-06-09 18:13:39.51,1368.45,34,PAGATA,18
2020,2020-06-09 18:34:00.866,295.04,100,PAGATA,32
2020,2020-06-09 18:38:15.178,1734.82,62,PAGATA,14
2020,2020-06-09 21:04:34.867,806.30,46,PAGATA,85
2020,2020-06-09 22:30:15.792,4003.95,29,NON_PAGATA,87
2020,2020-06-10 02:00:08.292,377.33,61,NON_PAGATA,94
2020,2020-06-10 06:18:23.825,1828.58,56,PAGATA,2
2020,2020-06-10 06:26:14.889,853.39,41,NON_PAGATA,10
2020,2020-06-10 09:26:52.481,4126.90,32,PAGATA,96
2020,2020-06-10 09:36:20.315,644.38,24,PAGATA,5
2020,2020-06-10 12:12:15.513,2897.49,56,PAGATA,95
2020,2020-06-10 12:37:58.163,4286.30,7,NON_PAGATA,67
2020,2020-06-10 13:21:03.027,682.32,9,NON_PAGATA,32
2020,2020-06-10 20:12:31.825,1489.14,41,NON_PAGATA,60
2020,2020-06-10 23:10:17.179,1897.23,66,PAGATA,60
2020,2020-06-11 02:08:17.377,3667.03,21,NON_PAGATA,17
2020,2020-06-11 08:21:46.366,643.21,47,NON_PAGATA,37
2020,2020-06-11 09:14:40.447,3467.08,74,PAGATA,12
2020,2020-06-11 19:00:44.442,4566.05,38,PAGATA,2
2020,2020-06-11 20:33:22.482,151.67,6,PAGATA,39
2020,2020-06-11 22:29:53.335,4035.70,12,PAGATA,100
2020,2020-06-11 22:40:45.865,1826.28,70,PAGATA,91
2020,2020-06-11 22:59:26.004,695.03,35,NON_PAGATA,76
2020,2020-06-12 00:14:52.068,4454.64,22,PAGATA,68
2020,2020-06-12 07:05:56.804,3201.58,58,PAGATA,83
2020,2020-06-12 10:44:24.037,535.29,36,PAGATA,67
2020,2020-06-12 12:13:02.584,1647.06,5,NON_PAGATA,11
2020,2020-06-12 16:19:09.214,3740.08,57,NON_PAGATA,1
